,abacavir,abirateron,acetaminop,acetazolam,acetic,adefovir,adenosine,albuterol,alclometas,aliskiren,aluminum,amantadine,ambrisenta,amifostine,amikacin,amino,aminocapro,amiodarone,amitriptyl,amoxapine,amoxicilli,amphetamin,ampicillin,anagrelide,argatroban,aspirin,atropine,azacitidin,azithromyc,bacteriost,belladonna,benzonatat,betamethas,bivalirudi,bleomycin,bosentan,bromphenir,budesonide,bumetanide,bupivacain,busulfan,butenafine,calcipotri,calcitonin,calcium,capecitabi,captopril,carbamazep,cardene,caspofungi,cefazolin,cefdinir,cefixime,cefotaxime,cefotetan,cefoxitin,ceftazidim,cefuroxime,cetirizine,chloramphe,chlordiaze,chloroproc,chlorothia,ciprofloxa,cisatracur,cisplatin,cladribine,clindamyci,clobazam,clobetasol,clomiprami,clonazepam,clonidine,clozapine,codeine,colestipol,collagenas,conjugated,cortisone,cyclopento,cysteamine,cysteine,cytarabine,cytotec,dacarbazin,daptomycin,darifenaci,daunorubic,deferasiro,desipramin,desmopress,desogestre,dexamethas,dexmedetom,dextroamph,dextrose,diazepam,diclofenac,didanosine,diflorason,diflunisal,diflupredn,digoxin,diltiazem,disopyrami,disulfiram,dobutamine,dofetilide,dopamine,dorzolamid,doxepin,doxercalci,doxycyclin,echothioph,edetate,efavirenz,enalaprila,epinephrin,epoprosten,eptifibati,ergotamine,ertapenem,erythromyc,esomeprazo,ethambutol,ethinyl,etodolac,etomidate,etoposide,famotidine,febuxostat,fentanyl,finasterid,floxuridin,fluconazol,fludarabin,fludrocort,flumazenil,fluocinoni,fluorescei,fluorometh,fluoxetine,flurazepam,fluvoxamin,fosamprena,fosphenyto,furosemide,gatifloxac,gentamicin,glipizide,glucagon,glyburide,glycopyrro,granisetro,guanfacine,haloperido,heparin,hydralazin,hydrochlor,hydrocodon,hydrocorti,hydromorph,hydroxocob,hydroxychl,hydroxypro,hydroxypro,hydroxyzin,hyoscyamin,ibuprofen,idarubicin,ifosfamide,imipenem,imipramine,indomethac,insulin,interferon,isoniazid,itraconazo,ketamine,ketoprofen,ketorolac,lactulose,lamivudine,lamivudine,lanoxin,leucovorin,leuprolide,levoleucov,lidocaine,lindane,linezolid,liothyroni,lisinopril,lithium,lorazepam,loxapine,mannitol,meclizine,medroxypro,megestrol,meloxicam,memantine,mepivacain,mesalamine,metaxalone,metformin,methadone,methamphet,methimazol,methocarba,methotrexa,methyldopa,methylphen,methylpred,metoclopra,metoprolol,metronidaz,midazolam,mirtazapin,misoprosto,mitoxantro,mometasone,montelukas,morphine,moxifloxac,multi-vita,mycophenol,nafcillin,nalbuphine,naratripta,nateglinid,nebivolol,nedocromil,nefazodone,neomycin,nevirapine,nizatidine,norepineph,norethindr,nystatin,octreotide,olanzapine,olopatadin,omeprazole,ondansetro,oxaliplati,oxaprozin,oxcarbazep,oxybutynin,oxytocin,paclitaxel,paliperido,pantoprazo,peginterfe,pentamidin,pentostati,pentoxifyl,phenobarbi,physostigm,pindolol,pioglitazo,piroxicam,polymyxin,potassium,pramipexol,prednicarb,prednisolo,pregabalin,procainami,procardia,promethazi,propafenon,propofol,protamine,quinapril,ranolazine,remifentan,repaglinid,rifampin,risedronat,risperidon,ritonavir,rocuronium,ropivacain,rosuvastat,saquinavir,scopolamin,selenium,sertraline,sildenafil,silodosin,simvastati,sodium,somatropin,spironolac,stavudine,succimer,sucralfate,sufentanil,sulfacetam,sulfasalaz,sumatripta,synercid,tacrolimus,talwin,telmisarta,temozolomi,testostero,thallous,thiothixen,timolol,tizanidine,tobramycin,topotecan,trandolapr,tranexamic,triamcinol,triamteren,trimethobe,valproate,valproic,vancomycin,vareniclin,vecuronium,verapamil,vibramycin,vincristin,vinorelbin,vitamin,voriconazo,zafirlukas,zinc,zolmitript,zolpidem
3/31/13,11357,,1289776,39882,8694,,613,3822262,14590,,4149,57154,,158,2647,7787,2555,62222,923365,660,8719143,598176,47278,1160,0,2747007,33985,,5620414,347,841,515384,124036,,2137,,530,488382,57935,1049,,,22312,7817,188892,,35334,396711,13,,47849,1425419,,247,164,2966,2461,134303,2949772,0,35286,0,1578,989308,0,12763,61,1077971,,241082,30500,2360394,1975177,235763,70895,11497,26364,0,496,6692,,,2361,616,1642,,,91,,11922,228198,12920,428128,,565211,40321,985962,423861,98,2374,7638,,176963,281668,430,10487,2821,,285,72303,159002,,721668,,0,,112,11213,0,,67,,420851,,5251,10880,88191,120,11353,655725,,382841,93633,32,1161721,435,48383,182,185096,0,27627,1802265,16765,75418,,554,1386657,,201546,738387,48962,436383,68538,24111,503959,390997,107331,218913,1847948,6954598,1179708,376917,500,177203,207,207,1458941,99752,6208984,0,1067,2883,96659,111499,0,,58685,4504,1993,23629,438798,234573,36262,36262,2313,26646,151,,391695,3819,,0,4537984,455697,1584036,18523,2107,309934,649871,70100,820932,,0,3227,23574,3123796,283804,324,80504,409013,174901,38805,2497177,540914,333336,2316627,1139783,93775,719285,36528,0,213826,2807460,732797,,62515,97195,1852,9149,14772,14401,,,3840,120908,7797,24144,0,102707,1337191,1417,568668,,3025584,2527294,7102,13200,513491,428624,354,28751,,798283,,,0,26540,242078,0,3435,218208,32970,124744,681547,77515,1153,1965557,,0,331,2863196,15096,23483,256,55362,,,,16647,,1933002,,6521,,,,17,70741,2323998,7918,,2979765,540952,,450261,3123,,134649,0,89831,28437,486512,0,121540,181,,,37795,,24091,78968,477712,238998,1439,2639,3599,1352257,160337,2846,471,126701,77265,,548,184308,1023,5945,2083,687988,4186,18914,31772,,1667753
6/30/13,11925,,1214975,41134,9011,,631,2970155,14536,,4301,51449,,196,2574,6595,2555,64799,940085,614,6721077,614415,49440,1194,,2708984,35408,,3514640,778,677,343776,137066,,2514,,216,410658,63460,1049,,,22931,7889,175377,,35881,412023,13,,47849,1030267,,247,139,3281,2373,108589,3632684,0,33645,0,1609,1000786,0,15141,99,1150121,,260509,32135,2217417,2062501,247608,47866,11827,27668,0,209,7480,,,2247,427,1690,,,66,,12103,230904,14663,391278,,614085,38913,948485,443521,98,2275,7293,,172860,282767,450,10625,3539,,284,75244,167501,,681232,,0,,64,10940,0,,49,,431688,,5531,12846,92723,56,11353,671006,,408578,96066,0,1188229,572,50481,154,195203,0,32881,1884863,14741,85177,,571,1473949,,208906,757256,52620,430315,62422,23457,542198,422642,137494,232921,1889151,7015713,1301008,406486,529,182709,207,207,1593891,94758,5512962,0,936,2457,95881,114978,0,,58206,4615,1958,22955,438798,244712,35940,35940,1742,29269,127,,399317,2893,,0,4657566,498581,1372476,25740,2107,311815,677965,71442,878583,,0,3001,24628,3225791,277880,389,83893,429396,181526,39464,2577650,541709,333572,2369826,1151922,106401,746032,37759,0,245947,3039932,780715,,62515,96406,2201,8705,14788,14447,,,3617,140550,7445,23062,0,110244,1332296,1571,604258,,3025584,2408576,8527,13199,547139,447392,354,30652,,846819,,0,0,28488,209144,0,3474,216365,32102,130820,710009,80068,1205,1641238,,0,390,2021634,16383,21859,256,53264,,,,18006,,2078830,,3871,,,,27,74771,2431272,10211,,2979253,577941,,470344,2876,,141490,0,91479,27734,492248,100,127273,143,,,37795,0,24379,82413,506263,255288,2034,2533,5587,1542821,161968,2761,376,130672,83894,,169,186189,2272,5945,2132,687988,4001,18223,32825,1283,1607176
9/30/13,11805,,1178579,40271,10897,217,620,2375198,13078,,4283,49266,,125,2533,7870,2555,64233,904653,647,5155221,581659,47425,1205,0,2717610,36132,0,2729696,553,532,261849,135433,,2183,,33,324009,63071,1049,,,21851,7740,182005,,33878,400953,12,,47849,699112,,408,141,3314,2737,89801,3263247,0,34505,0,1790,961443,0,13437,101,1199234,,261368,30167,2140418,1981992,248513,35913,12253,27361,0,88,7089,,,2259,487,1603,,,84,,11531,232923,15124,363675,,543392,36963,928747,433209,4594,1866,7124,,154400,273001,481,10906,2857,,289,76125,162151,,629969,,0,,95,17472,0,,53,,400226,,5458,17063,85183,87,11155,659726,,402229,97656,14,1220623,429,50383,134,196744,0,31974,1811243,14243,83335,,812,1449652,,150520,742464,68168,412102,62236,23162,516264,425636,170432,234624,1805404,6872904,1295852,417866,526,187164,207,207,1574890,86279,5284837,0,867,2503,92057,110919,11,,63364,4811,3333,27410,438798,243110,35096,35096,1287,30004,178,,417251,3458,,0,4483025,469991,1352585,20980,2107,319435,645345,72410,854122,,0,3039,21907,3159793,274021,365,88530,426000,171777,38614,2314107,510562,325281,2256496,1169420,104851,739511,35744,0,239166,2832422,781164,,62515,100321,1557,9163,14916,14142,,,3579,170403,6639,19133,0,119940,1338959,1569,577155,,3025584,2177245,9816,12333,552107,438504,354,31141,,936317,,,0,27535,208847,0,3355,208141,30324,89393,710439,81099,834,1268245,,0,478,1649757,14403,20953,256,50608,,,6504,17893,,1975077,,4184,,,,13,82685,2386559,11798,,2861956,598415,,470311,2533,,143128,0,61724,26883,483299,33,133164,119,,510,37795,,24881,82091,499465,185918,1506,2248,5480,1553489,154148,2772,472,132395,82771,,304,176844,1803,5945,2311,687988,4357,15880,37309,5338,1558985
12/31/13,13736,,1211644,40788,9012,1699,828,3510248,13260,,4503,53892,,110,2681,8521,2555,64593,921264,572,7111252,604913,45670,1080,0,2708387,36420,539,4236193,523,512,411503,128065,,2077,,27,441769,63331,1049,,,21847,8054,187940,,32844,392771,13,,47849,1053522,,465,75,3123,2064,111557,3436064,0,30252,0,1645,933660,0,14355,73,1133587,,255244,29181,2089364,2059191,244414,38972,12563,26799,0,31,7337,,,2291,553,1519,,,96,,11577,231535,18202,427718,,565756,35151,889173,436281,4169,1607,6865,,152943,271666,423,10629,2945,,191,76794,163008,,626191,,0,,89,22226,0,,49,,395985,,5310,19780,83856,28,11155,670571,,408744,100997,33,1209864,512,49637,43,179712,0,28034,1836395,13638,84938,,685,1398778,781,163690,737376,53645,392836,57240,22374,571397,421438,167907,240828,1769887,6606008,1173115,411140,604,185139,207,207,1542680,96936,5754491,0,1012,2041,92650,105125,14,,63249,4931,5380,28496,438798,245262,34237,34237,1315,29681,189,,504406,3341,,0,4505423,463807,1310191,21840,2107,312462,649354,68965,881703,,0,2884,22132,3172099,257567,407,90457,431995,165375,36004,2552351,538427,319226,2271159,1135507,97986,741863,34795,0,214981,3002873,769262,,55923,101743,1684,9163,14469,14148,,,3696,118586,6291,19279,0,127052,1323530,1646,588222,,3025584,2447475,11610,13037,553442,448101,354,29150,,999660,,,0,26930,202141,0,3443,211800,29744,85880,709088,82626,827,1986904,,0,686,2155164,9862,17809,256,46899,,,17023,16917,,1874360,,3515,,,,0,78394,2395234,12046,,2795615,568469,,470130,2244,0,139351,0,64905,26553,495323,21,137241,113,,2976,36810,,23963,81191,505911,197563,1979,2090,5817,1410706,147647,2564,399,131513,81318,,462,174373,1030,5945,1664,687988,4807,14870,39061,6338,1511745
3/31/14,16017,,1213012,41360,8699,1686,846,3381056,15524,,4329,54478,,280,2877,8191,2555,63254,984425,620,7655531,566248,44647,1047,0,2657232,34761,854,4358393,493,474,504384,121651,,2185,,0,408571,63778,1049,,,22169,7963,175313,598,32698,380145,45,,47849,1113144,,465,176,3287,2037,119807,3064949,,29454,0,1969,959516,0,13368,156,1100553,,260101,28425,2075610,2161757,228861,35598,12405,23754,0,57,7563,,,2089,505,1516,,,65,,11354,220603,22044,404845,,565451,38437,861633,437291,3841,1730,6433,,158069,276274,389,11630,2550,,221,79690,166468,53,608645,,0,,69,20300,0,,43,,393730,104,5158,22841,76332,0,10628,691351,,422118,103727,51,1172774,347,49252,35,175437,0,15272,1952510,12751,83439,,680,1423009,1464,174397,768690,53731,383962,53104,20239,576066,402662,176646,241474,1917745,6610143,1168171,421523,600,189528,207,207,1519525,96063,6029526,0,710,1858,90340,108486,0,,58993,5020,2997,21669,438798,247332,34051,34051,1279,29627,114,,506069,2496,,0,4889298,456053,1301266,19292,2107,308657,660393,65954,923100,,0,3180,20801,3434700,260384,407,91782,442700,167002,35211,2524168,534909,335644,2399727,1118379,108297,737381,36278,0,212466,2808846,752810,1454,31612,104377,1685,10509,14878,13983,,,3671,109972,5926,18758,0,134952,1192015,1594,569083,,3025584,2769693,11303,12881,551606,456170,354,27825,,1084390,,,0,26218,189482,0,3393,210126,28946,87611,688049,82460,827,1758200,,0,344,2482978,9156,20026,256,53438,,,16598,16463,,1667309,,2877,,,,0,70923,2437048,13122,,2784810,601632,,487272,2089,0,146901,0,69777,27311,507821,49,128845,85,4084,3675,36810,,17528,82006,502090,208086,1968,1652,5477,1436904,157104,2801,348,125334,82311,,330,177918,759,5945,1274,687988,4909,14109,37682,6525,1491958
6/30/14,18028,,1307264,47223,9999,1873,1616,3105896,16398,,4487,57659,,265,2847,11244,2555,71363,1076748,554,7422134,470194,53153,1161,0,2737153,40374,1918,3805883,438,548,412099,152763,,2386,,0,398122,60696,1049,,,27762,8604,187906,10051,35077,417511,40,,47849,1046692,,465,236,4399,2295,112883,4182571,0,40043,0,2699,1083163,0,16080,92,1355765,,329886,31213,2341675,2241952,256645,37015,13523,27892,0,104,9178,,,2538,454,1777,,,85,,12341,235922,27231,450511,,768851,48551,982514,530216,3828,1963,7739,,175234,311578,469,14932,3589,,398,92046,186560,840,691128,,0,,70,20300,0,,39,,466355,384,5668,29164,88458,24,10628,782517,,483485,120030,46,1373381,322,55636,85,209826,0,22322,2204325,13015,93096,,1108,1600755,2175,197404,902477,57805,422238,56610,23476,615905,455027,193146,274830,2110128,7810035,1429352,526143,765,223932,207,207,1786501,104896,6419297,0,1001,1780,96233,134157,0,,65463,6122,4583,25527,438798,267424,36743,36743,1131,33688,178,,601497,2625,,0,5635511,530798,1474419,24901,2107,355888,790498,71900,1061993,,0,3894,22750,3940622,278693,502,104919,515696,191196,37846,2735384,636115,373203,2713177,1307273,144089,816625,40859,0,270104,3392454,856871,7252,24295,123357,2375,10986,15900,15497,,,4241,141210,8965,22481,0,134952,1316051,1638,650549,,3025584,3129887,13434,15039,621487,500623,354,32770,,1262708,,,,28623,199454,0,3542,225984,32523,128447,785146,94928,920,1776553,,0,232,2085701,9318,20368,256,61981,,,19290,18559,64,1815828,,3494,,,,0,81406,2821723,15091,,3091455,685853,,553888,1999,0,175054,0,80387,33640,582516,57,144058,0,9207,5267,36810,,17391,94595,566484,259243,2276,1884,6590,1808869,164951,3139,494,137373,93744,,384,197057,1690,5945,1296,687988,5469,15376,37219,7678,1620544
9/30/14,17351,,1261048,49068,11382,1798,1475,2545504,15171,,4439,61551,,206,2685,11031,2555,79295,1115569,578,6053072,436594,53979,1292,0,2897431,40907,2343,3130367,404,623,346065,157344,,2633,,14871,310288,64551,1049,,,28149,8200,186415,14044,34547,422318,40,,47849,762897,,452,305,4471,1968,96419,3868733,0,44394,0,1967,1174655,0,15655,69,1500454,,331989,32200,2415385,2254360,252719,61694,16569,29016,0,91,8704,,,2538,267,2078,0,,104,,12706,237257,29691,456457,,722433,45081,1054361,603981,2983,2138,7567,,178044,313083,642,16808,3769,,340,97375,192747,1052,710394,,0,,108,20300,0,,77,,445514,524,5701,27042,94135,12,10628,788100,,510910,127878,11,1461932,449,58931,130,206228,0,26533,2317480,11487,96979,,704,1693782,2699,165763,977657,74655,429023,59658,24043,622706,457589,223379,284636,2139957,8750585,1398566,526143,720,238054,207,207,1912583,90129,6580210,0,968,1676,97522,141400,0,,66550,6077,6017,29676,438798,274691,34431,34431,1068,33779,142,,668892,2886,,0,6012739,526551,1570156,23577,2107,373170,771594,72204,1158322,,0,4228,25841,4260179,293435,454,112833,583821,194904,36830,2511684,659182,379245,2845034,1361648,153731,842643,41871,0,258144,3167690,940941,6806,8887,129779,2952,10986,15510,14771,,,4446,163311,10494,18255,0,134952,1371731,1761,668156,,3025584,2888061,13194,14928,630891,519634,354,31453,,1394762,,,0,29328,197146,0,3269,230809,32447,84422,852479,95974,866,1498826,,0,140,1790333,8982,22660,256,65572,,,18657,18910,1501,1714441,,5030,,,,11,82364,2987466,16121,,3114920,657551,,594899,1720,0,176716,0,59348,35586,633513,0,148223,27,10310,5235,36810,,17220,98247,612998,208722,2063,1869,7170,1865227,168082,2895,384,139866,100804,,327,198979,1514,5945,1218,687988,4997,12620,36662,8080,1667783
12/31/14,18617,,1571267,49764,10529,1767,1758,3675943,14140,,5119,71147,,115,2547,11016,2555,84056,1187162,651,8447713,482122,53433,1307,0,2887228,40889,3144,4904207,312,455,602358,156750,,3142,,14871,402293,66802,1049,,,29802,8250,193832,15936,34650,416886,62,,47849,1185666,,452,181,4846,2092,123669,3999341,0,45665,0,2169,1158843,0,17802,61,1436802,,357455,32424,2458816,2288607,249555,157112,16053,29596,,87,8737,,,2538,387,2286,22,,135,,12818,238843,41891,526381,98,744318,44807,1042428,608660,2956,1842,7984,,178946,324136,745,17633,3877,,316,102804,198838,1571,751184,,0,,83,20300,11,,43,,454153,937,6169,26235,97716,0,10628,792074,,515367,139463,0,1486208,561,59269,306,201638,0,26981,2390927,11094,98505,,616,1652367,2347,175731,1012800,60655,434807,59282,31896,691775,455666,213446,296291,2090271,7541521,1287205,541767,720,241883,23,23,1953996,97336,7277664,0,834,1999,95831,143804,0,,65832,6028,2509,26952,438798,277189,35986,35986,1036,33557,201,,697610,2641,,0,6189282,548648,1570282,23742,2107,378502,768419,69929,1224609,,0,4486,25080,4418545,295749,479,118309,602715,194350,35417,2787441,741722,389784,2969152,1371308,155618,872389,41749,0,240498,3455098,918897,8906,13531,136319,3196,10986,17046,14885,,,4680,135645,11352,17291,0,134952,1321880,2138,685495,2797,3025584,3364978,15042,16624,655187,532646,354,36723,,1518532,,,,29269,190361,0,3427,237148,30332,100244,893461,107235,806,2199563,,11,117,2434098,9062,19456,256,62429,,,20548,18847,1796,1660538,,4850,0,,,0,77524,3099233,17102,,3177046,684811,,609595,1737,,189502,0,65993,37911,662624,0,156843,89,10331,5515,36810,,17776,102404,659029,229223,2054,2077,7263,1711935,159355,2973,444,136903,108143,,134,209653,948,5945,1786,687988,5401,11711,36760,8760,1681923
3/31/15,16830,,1674533,50836,10069,1801,1456,3824691,14128,,5077,71678,,110,2480,10643,2555,84725,1181020,677,9549057,466389,52994,1180,0,2845203,39234,2996,5429749,246,379,695722,144862,,2537,,14871,403932,64672,1049,,,31405,7860,184245,16036,32573,405205,34,,47849,1424753,,404,87,4079,1911,136412,3855788,0,43707,0,3166,1141405,0,14868,74,1395037,,349252,32069,2413546,2330904,245758,177967,16007,29637,,93,8973,,,2538,471,2005,30,,69,,13265,228127,45281,508579,127,795345,40446,1029075,629914,2800,2080,7072,,169340,309154,726,17760,3626,,294,105449,202085,1347,749365,,,,65,20300,0,,35,,477342,28569,6303,24213,86256,0,11406,809742,,506987,143548,0,1458689,303,58739,239,201727,0,26926,2390021,10999,98641,,457,1631871,2111,215620,1024049,58838,412424,58583,23847,691775,451325,232895,300776,2201294,7061632,1243400,514872,720,252214,0,0,1969343,87935,7529968,0,689,1913,91872,139492,0,,61772,5756,2019,14024,438798,279555,33475,33475,938,33504,109,,696756,2221,57,0,6283096,540374,1532544,22249,2107,379453,804268,68125,1246890,,0,4507,23516,4475427,286192,404,118160,589436,199606,34357,2714565,746059,385005,2973124,1330412,160154,873473,43211,0,236059,3302274,868763,9485,20099,141090,2478,10986,16707,14827,,,4360,140239,10292,15131,0,134952,1251536,1623,681541,6417,3025584,3854991,14389,15213,658955,534691,354,23110,,1655994,,,0,27534,187951,0,3154,240341,26922,112218,920680,107572,864,2139794,,0,110,2910224,8984,23602,256,58522,,,20523,19165,1893,1652927,,4732,0,,,0,72908,3114095,21717,,3057221,683429,,609777,1533,,195486,0,83405,36869,662344,30,170722,0,10118,5831,36810,,17264,103330,706112,262841,2305,1813,7311,1720165,151238,3101,408,136653,92526,,112,206497,850,5945,1310,687988,5291,10838,33800,8428,1653646
6/30/15,18148,,1694532,55277,11282,1780,1456,3120794,15154,,5424,65699,,150,2610,13413,2555,92648,1207939,723,8368016,469499,54410,1375,,3005129,42774,3463,4092711,321,477,506682,174932,,3203,,14871,365114,74524,1049,,,34272,7955,184073,16672,34142,420347,29,,47849,1186364,2045,330,354,5718,2186,123510,4748066,0,47879,0,4391,1226998,0,16196,181,1541388,,389276,33547,2523920,2413180,257982,87852,19445,32551,,90,9863,,,2538,405,2353,52,,125,,14131,237243,49410,508579,29,871952,48387,1080961,684370,2621,2493,7084,,165105,301185,824,19546,4294,,444,115220,214650,1107,799591,,,,235,20300,0,,0,,512843,103438,6585,25659,97188,11,11406,906249,,506987,157466,0,1529769,447,63871,49,208438,0,33969,2578324,10609,104856,,450,1766808,2470,227353,1097269,64087,426748,60483,27767,691775,472075,298267,324453,2558668,7576627,1447288,514872,720,270435,17,17,2102045,78904,7306229,0,729,1944,92743,151807,0,,64564,6187,2961,6200,438798,295699,34786,34786,1162,37837,106,0,799272,1947,411,0,6754860,580779,1636846,23551,2107,404036,816910,71731,1363114,,0,5101,27387,4959949,286544,426,128271,641119,216676,35034,2770606,826456,441779,3180846,1399411,199316,936962,47665,0,289838,3782045,957229,8471,17531,156788,2249,10986,19304,14578,,,4871,162285,10886,14830,0,134952,1292186,1510,725109,9525,3025584,3568596,16198,16554,688825,572889,354,30524,,1817981,,,,28737,187213,0,3428,264915,27243,117657,983990,115106,876,1858473,,0,126,2318616,9553,43404,256,61503,,,21758,20310,3029,1817414,,7185,108,,,11,79631,3363206,23985,,3212173,779890,,662697,1427,,207461,0,85597,46518,705561,87,190884,0,9967,6147,36810,0,18590,110686,733974,284880,2543,1780,8129,2005273,155731,3358,750,141573,103339,,212,214964,1814,5945,1395,687988,5110,10966,34464,8881,1701351
9/30/15,16639,,1750698,56381,13418,1750,1456,2435603,13721,,4513,63093,,102,2684,11416,2260,92706,1231590,586,6355650,406389,56484,1437,0,3082544,39259,3322,2973633,274,434,382436,182831,0,3333,,14871,286173,77172,1049,,,33019,8062,183983,15993,33562,421093,39,,47849,820779,13105,244,340,6186,2343,102017,4174569,0,51128,0,5701,1248102,0,15772,132,1629524,,398663,33904,2529453,2424160,257953,142721,18754,33124,,94,10361,,,2538,404,2443,0,,60,,13978,235564,49044,509682,123,871952,49197,1101469,695716,2252,2367,7229,,159657,283607,866,19383,4257,,310,118338,218350,678,784465,,,,239,20300,0,,0,,480792,104620,6446,28412,95193,14,11406,923894,,506987,163103,0,1588722,409,63688,104,204150,0,34946,2571712,10703,105479,,348,1842391,2311,175741,1119488,82971,413408,59086,28470,691775,476689,314347,334814,2702417,7521630,1442445,514872,720,282649,0,0,2031945,85998,7030089,0,700,1691,87186,150792,,,65875,6333,3417,4173,438798,298753,33814,33814,837,37207,74,128,804915,2729,3752,0,6815106,565328,1675625,22403,2107,411780,832503,74762,1458775,18654,0,4836,31187,5034565,275703,363,133601,643951,245299,34351,2498920,766171,446001,3298187,1452173,213410,938276,47236,0,321470,3553758,969341,6604,15202,159146,2870,10986,19094,15284,,,4665,187927,10097,16925,0,134952,1295773,1545,722914,8033,3025584,3145086,17202,15699,692777,579481,354,30803,77,1911939,,,,28987,182757,0,3519,265142,26024,91544,1028327,116623,670,1380399,,0,110,1860076,9957,49450,256,60840,,,23349,20583,6913,1815576,,7005,218,,,0,85202,3400261,23518,,3137959,799917,,689022,1368,,209402,0,61549,50006,720605,34,192085,0,9526,5557,36810,0,17440,111889,763887,237281,2474,1922,8754,2047001,161668,3024,471,140080,110622,,447,212909,1767,5945,993,687988,5325,11111,35113,9334,1695133
12/31/15,16253,,1972798,57675,13366,1798,1456,3514075,11927,,4610,63258,,34,2251,8868,806,94525,1269517,705,8842391,264788,54150,1310,,3163905,40522,3517,4798738,229,610,675589,173899,120,3077,,14871,374782,76463,1049,,,31790,7776,186737,15850,33649,420408,70,,47849,1283324,19162,180,398,5442,2480,131936,4593801,0,51296,0,5933,1244880,0,15160,152,1610725,,383640,33839,2587548,2492987,255977,172220,21891,28217,,81,10538,,,2602,405,2076,44,,70,,14075,238414,50190,555088,742,871952,48942,1103637,713048,1733,2656,6559,,156229,294651,931,20845,4188,,272,126342,231103,662,851184,,,,168,20300,27,,0,,495640,108518,6662,26886,96966,18,11406,955831,,560097,173875,17,1640215,477,64462,91,189916,0,31251,2658825,10648,105438,,283,1808019,2339,187360,1174889,65189,398707,66720,27414,691775,468518,301361,348391,2815775,7596243,1318475,514872,720,293575,,,2117047,93400,7730201,0,912,1238,88436,150828,,,67428,6250,2942,4889,438798,287043,33255,33255,726,35843,137,295,842516,2372,5495,0,7152484,576413,1688027,23315,2107,421380,842741,72563,1505251,41188,0,5182,32459,5251617,272683,376,143130,669794,267822,32018,2805255,853195,447849,3469914,1498486,203664,977003,48854,0,276923,3771319,982584,8189,17669,162475,2614,10986,19953,15050,,,4900,157434,9631,15971,0,134952,1324692,1855,743937,10643,3025584,3541062,16928,14672,718606,593792,354,29898,47441,2016670,,,,28357,178235,0,3759,274982,25980,121899,1021237,125035,553,2194557,,0,127,2523279,10362,48606,256,61312,,,23358,21836,7130,1838436,,8190,238,,,0,80872,3634112,24791,,3155181,800240,,713044,1141,,220607,0,66837,48151,759667,0,197352,0,10091,5592,36810,0,17436,119952,825465,251161,2440,2667,9198,1860157,164188,3088,506,139124,107195,,186,222172,1092,5945,938,687988,5305,11248,35329,9896,1701477
3/31/16,15679,,2182793,61751,13806,1619,1456,3993082,15107,,5037,69563,,207,2703,9558,424,101203,1340181,818,10609611,281656,53093,1256,0,3301372,42609,3651,5717665,153,585,923458,183041,228,2762,,14871,445254,85508,1049,,,33546,7813,181634,16304,33349,413669,57,,47849,1631533,20521,183,310,5837,2673,149309,4724624,,60080,0,4389,1284822,0,15071,54,1612145,,376793,34235,2614540,2617968,272555,227959,23356,31425,,99,10920,,,2602,449,1978,0,0,89,,14304,240841,38897,555088,1689,871952,51011,1113992,733271,1503,3039,6209,,168974,320351,949,19938,5046,,272,133346,239774,987,909156,,,,116,20300,12,0,0,,543562,112814,6423,29083,94859,37,11406,1011412,,560097,186113,14,1669395,450,69305,125,186918,0,32163,2757910,10797,109650,,259,1895611,2304,234370,1221994,71229,408081,78739,29766,691775,494090,349193,377023,2922448,7663974,1384554,514872,720,311888,,,2216226,97118,8584924,0,877,1254,88305,149271,,,64575,6415,2298,5142,438798,294745,32214,32214,584,38457,131,482,842516,1591,6161,0,7547363,588831,1700596,24330,2107,435114,861834,72593,1633469,51527,0,5438,33500,5587252,278045,339,154008,704744,284206,32280,2821547,942844,474782,3695679,1527127,229703,1034522,52210,0,303572,3913016,960396,9008,20698,167409,2231,10986,20761,15704,,,4775,167982,8907,17520,0,134952,1310913,1635,776014,32504,3025584,4046534,19353,15878,741321,632061,354,34594,71543,2193287,,0,,28881,179181,,3727,288597,25228,167299,1050469,128223,701,2253054,,0,95,3168675,10510,56537,256,59077,,,23519,20820,7505,1869733,,8629,240,,,0,75955,3771307,26150,,3242555,853939,,770580,1046,,240817,0,72067,47963,792845,40,195537,,10702,5905,36810,0,17138,125884,925162,307160,2220,2360,9194,1932823,165314,3251,464,145087,114901,,244,226423,781,5945,829,687988,5674,11454,35629,9620,1732500
